MoE bench: B=1 S=32768 H=2048 I=512 NE=512 TK=10 g=128 iters=3 warm=1 bufs=1 flush=64MB shared_I=512 [shared expert ENABLED]
[FUSION OK] Runtime node: MOE3GemmFusedCompressed_1391 layer_type=moe_3gemm_fused_compressed
[SHARED-EXPERT FUSION OK] no residual SharedGate/Up/Down MatMul nodes
[INPUT SEED] filled 1 USM_DEVICE input buffer(s) with random f32 in [-1,1] (B*S*H=67108864 elems each)
warmup 1 iters...
measuring 3 iters...
total host wallclock = 478.993 ms (159.664 ms/iter host-side)
=> rely on cliloader DevicePerformanceTiming for fused MoE kernel avg
Total Enqueues: 150


Leak Checking:

No cl_context leaks detected.
No cl_command_queue leaks detected.
No cl_mem leaks detected.
No cl_program leaks detected.
No cl_kernel leaks detected.
No cl_event leaks detected.
No SVM/USM allocation leaks detected.

Host Performance Timing Results:

Total Time (ns): 1768307735

                                                                                     Function Name,  Calls,     Time (ns), Time (%),  Average (ns),      Min (ns),      Max (ns)
                                                                                    clRetainKernel,     86,          4358,    0.00%,            50,            19,           262
                                                                                 clRetainMemObject,     10,           687,    0.00%,            68,            22,           208
                                                                                   clRetainProgram,     28,          1566,    0.00%,            55,            20,           342
                                                                                    clSetKernelArg,    465,         26775,    0.00%,            57,            24,          2834
                                                                     clSetKernelArgMemPointerINTEL,    339,         22825,    0.00%,            67,            17,           730
                                                                              clSetUserEventStatus,      4,          1074,    0.00%,           268,           205,           371
                                                                                   clWaitForEvents,     62,     188691112,   10.67%,       3043405,           295,      24165778

Device Performance Timing Results for Intel(R) Arc(TM) B580 Graphics (160CUs, 2900MHz):

Total Time (ns): 768864883

                                                           Function Name,  Calls,     Time (ns), Time (%),  Average (ns),      Min (ns),      Max (ns)
                                  activation_opt_1460339482998420630_0_0,      4,      21504373,    2.80%,       5376093,       5372395,       5377916
                                              clEnqueueMemFillINTEL( D ),     11,       6479788,    0.84%,        589071,          1979,       2196979
                                              clEnqueueMemFillINTEL( H ),     12,      59628850,    7.76%,       4969070,          1458,      23619687
                                            clEnqueueMemcpyINTEL( DtoH ),      8,      94070518,   12.23%,      11758814,       4700885,      18821458
                                            clEnqueueMemcpyINTEL( HtoD ),     21,      60106134,    7.82%,       2862196,          1770,      19217864
                                            clEnqueueMemcpyINTEL( HtoM ),      4,        459424,    0.06%,        114856,        112395,        120989
                                            clEnqueueMemcpyINTEL( MtoD ),      4,          7966,    0.00%,          1991,          1562,          2395
                                            clEnqueueMemcpyINTEL( MtoH ),     20,        514524,    0.07%,         25726,          1458,        131979
                                                    clEnqueueWriteBuffer,      1,      20909375,    2.72%,      20909375,      20909375,      20909375
                        dynamic_quantize_gpu_opt_4123072753107886639_0_0,      4,       2983540,    0.39%,        745885,        726770,        801458
                                                             gemm_kernel,     20,      12221033,    1.59%,        611051,        350312,       1046979
                                                      grouped_micro_gemm,     12,     106351035,   13.83%,       8862586,       7614687,      11260312
               moe_3gemm_swiglu_fuse_prefill_swiglu_15644390126204511828,      4,      11107603,    1.44%,       2776900,       2766145,       2785729
                 moe_3gemm_swiglu_fuse_softmax_topk_15644390126204511828,      4,      17673956,    2.30%,       4418489,       4413645,       4424791
                      moe_gather_ref_prefill_gather_15644390126204511828,      4,      37839686,    4.92%,       9459921,       6948958,      10300312
moe_scatter_reduction_opt_moe_scatter_reduction_ref_15644390126204511828,      4,     307217602,   39.96%,      76804400,      76726145,      76994270
                                   reorder_data_16689418473281460955_0_0,      1,         22708,    0.00%,         22708,         22708,         22708
                           reorder_data_fast_b1_11979490918786899707_0_0,      4,       5268853,    0.69%,       1317213,       1255416,       1501250
                             reorder_data_fast_b1_760426970287510497_0_0,      4,       4497915,    0.59%,       1124478,       1115520,       1138437
